reflection_magnitude_L,reflection_phase,optimal_length_l1,optimal_length_l2
0.080040,-2.904369,2.229819,2.526758
0.384326,3.043877,2.152490,2.940251
0.711606,0.612438,3.503087,3.182293
0.945716,2.012056,2.588720,4.363763
0.201707,0.985733,2.278007,2.601783
0.803910,-1.344561,4.522365,2.893871
0.515814,-1.685961,3.358664,2.845685
0.169483,-2.915014,2.250177,2.696924
0.157445,3.121594,2.213063,2.534044
0.779673,-0.922826,4.173144,1.977752
0.517743,1.488647,2.860218,3.550642
0.068617,-2.575064,2.100089,2.487114
0.915009,-0.954446,5.165224,2.678985
0.963288,-1.404243,4.509993,2.730242
0.929714,0.470653,4.216350,3.349379
0.261108,-0.583490,2.950301,1.969453
0.294252,2.808681,2.306113,2.808542
0.802942,2.869589,2.815931,4.560975
0.574894,1.220143,2.665409,3.232396
0.966055,0.396900,4.508926,3.410287
0.961239,-0.258563,4.579262,2.110635
0.460720,0.545547,3.255327,3.073437
0.067554,0.839822,2.248222,2.571857
0.994198,1.111577,3.701725,4.302111
0.955446,0.103699,4.882105,3.096980
0.009723,2.087130,2.107072,1.828457
0.673698,2.017372,2.640913,3.829935
0.076029,2.710543,1.944256,1.868061
0.894316,-1.450940,4.427654,2.876935
0.947118,1.150497,3.766358,4.426128
0.199667,1.479244,2.197012,2.500769
0.872742,-1.842364,4.016568,3.512019
0.618597,-2.161444,3.332700,3.660613
0.106689,2.640120,2.013289,1.986483
0.613827,1.660295,2.411786,3.320602
0.541474,-2.876046,2.307843,3.383405
0.492340,3.049615,2.447635,3.476466
0.897000,2.317043,1.964576,3.816530
0.916007,-1.380626,4.549440,2.796602
0.222093,0.481702,2.978066,2.996192
0.478320,0.256153,3.463661,2.833191
0.502475,-0.667796,3.560717,1.956198
0.976507,1.245607,3.368838,4.221057
0.460071,1.188845,2.930421,3.410102
0.581008,-1.096817,3.767804,2.202886
0.612778,-1.509845,3.492328,2.515085
0.471345,0.710528,3.038389,3.064566
0.365924,-0.007728,3.206618,2.428832
0.372310,2.226296,2.622861,3.174392
0.279630,-2.011315,2.828055,2.994335
0.228567,-2.514093,2.601503,3.134871
0.269949,-1.659985,2.548105,2.284273
0.145844,2.884911,2.266145,2.442331
0.149548,1.920571,2.319511,2.398467
0.995562,2.195282,2.886980,4.908057
0.517007,1.385821,2.787930,3.426255
0.562138,0.426217,3.285474,2.799470
0.398402,1.197218,3.048206,3.500010
0.476539,0.815948,3.175644,3.325250
0.449855,-1.038884,3.225344,1.897452
0.931845,-1.522323,4.636061,3.204313
0.019835,-2.379835,2.491984,2.852569
0.198958,0.476859,2.170523,2.212620
0.649131,-2.044933,3.366286,3.464482
0.673193,-0.078579,3.826606,2.288501
0.736526,2.448133,2.338048,3.842529
0.631712,-2.231484,3.264880,3.719834
0.167576,1.933444,2.066346,2.178358
0.571638,2.192208,2.678624,3.696840
0.071344,-2.123720,2.253023,2.559553
0.291356,-1.461014,3.027733,2.479023
0.644644,-1.437291,3.371732,2.204716
0.363165,0.546133,3.071393,2.994440
0.965526,-0.540423,5.025053,2.282109
0.727772,1.018018,3.382800,3.760286
0.940437,1.261016,3.531009,4.386136
0.103009,-2.740773,2.269999,2.664379
0.878691,0.304318,4.541971,3.350230
0.764996,-2.618510,3.045245,4.204832
0.262452,-2.165975,2.310805,2.640534
0.309371,-1.587154,2.491294,2.080309
0.284175,0.794702,2.936527,3.152356
0.028571,1.027610,2.442912,2.755873
0.860369,-1.098293,3.989106,1.810597
0.540584,-1.429962,3.585492,2.579531
0.444845,2.950221,2.318323,3.223187
0.597584,0.823396,3.141411,3.251009
0.635851,0.402026,3.356256,2.727810
0.309661,-0.960270,2.961857,1.905028
0.539668,1.914535,2.310600,3.181765
0.259807,-1.234188,2.888015,2.146267
0.000092,1.981590,2.211363,1.955279
0.469198,-3.089335,2.288845,3.275018
0.922088,2.808317,2.559428,4.595181
0.430435,-1.301106,3.268177,2.266755
0.231215,-3.096241,2.117781,2.619862
0.560554,-0.661292,3.940722,2.190471
0.163269,1.489855,2.128120,2.384638
0.262980,-0.488584,3.021240,2.070665
0.239562,1.662143,2.651142,2.967434
0.684640,-1.352915,3.717050,2.322694
0.742927,1.940302,2.281973,3.579579
0.182407,-1.322012,2.804284,2.295406
0.636893,0.739716,3.367363,3.329005
0.187789,-3.019728,2.539291,2.983228
0.049632,0.219728,2.268358,2.330688
0.269195,1.352116,2.538215,2.931716
0.727107,-1.678801,3.939286,3.166879
0.341913,-1.183899,3.254257,2.295442
0.799462,3.128797,2.290350,3.974449
0.330249,2.158565,2.377382,2.823687
0.951644,-2.789493,3.070158,4.713136
0.470147,-1.934013,2.975228,2.943210
0.841539,1.993345,2.723633,4.261071
0.768146,-1.577316,3.882268,2.821968
0.771225,-0.358387,4.393082,2.267750
0.460835,1.702718,2.468367,3.143950
0.521139,3.029223,2.114319,3.205623
0.312109,-1.111727,3.041235,2.081026
0.629164,-2.876531,2.914187,4.135513
0.253313,0.870347,2.481555,2.754776
0.198724,2.434857,2.295157,2.447504
0.112928,0.835092,2.207372,2.513700
0.324513,-2.090037,2.678728,2.924025
0.789144,-3.085485,2.789278,4.421110
0.041993,1.781127,1.856125,1.789104
0.371399,-2.579374,2.602358,3.300780
0.157698,-2.567300,1.940255,2.417624
0.996973,0.786230,3.761154,3.619729
0.059775,0.908391,2.098263,2.426513
0.125827,-1.679655,2.038812,1.968004
0.981676,1.813087,2.919511,4.585285
0.438719,-1.929156,2.614088,2.591959
0.689250,-0.891160,4.434046,2.431586
0.485302,-0.392699,3.886622,2.437574
0.294715,1.238025,2.571719,2.975633
0.347665,1.460227,2.632244,3.112210
0.275324,2.081931,2.501725,2.822089
0.068877,-2.167539,2.083073,2.409973
0.295673,-1.486920,2.844331,2.321387
0.638026,-0.759992,4.015727,2.079631
0.185534,-3.023972,2.472394,2.910420
0.238787,1.388606,2.114460,2.477103
0.658289,0.244771,3.616358,2.663070
0.497549,0.323382,3.521590,2.963160
0.613039,-1.114637,3.777294,2.162875
0.523201,-2.722631,2.584087,3.549939
0.835193,-2.326197,3.484807,4.185395
0.485370,-2.521106,2.631588,3.396909
0.571012,2.113032,2.307215,3.301353
0.701314,-1.533483,3.630558,2.568367
0.366354,0.665726,3.322579,3.374317
0.208738,-0.054001,2.900760,2.409549
0.889767,-2.639209,3.161600,4.494834
0.558020,2.753567,2.315847,3.450995
0.415953,-0.822666,3.237426,1.867352
0.265816,-2.886161,1.964192,2.581392
0.070388,-1.232104,2.796232,2.434810
0.097119,1.414797,2.036490,2.246556
0.531661,-1.951178,3.012019,2.976735
0.625325,-2.017544,3.279395,3.329944
0.749194,-0.532911,4.591249,2.396922
0.357963,-0.259366,3.338394,2.309763
0.665242,2.405354,2.500011,3.812284
0.401557,-1.020937,3.377489,2.145632
0.158176,3.131750,2.026324,2.353769
0.315155,3.087953,2.377853,3.024907
0.324654,-0.806010,3.087979,1.938281
0.725868,0.681181,3.420394,3.218602
0.563145,-1.797443,3.383990,3.034769
0.254089,2.900644,1.766064,2.206910
0.447500,-0.646599,3.358012,1.893912
0.595763,0.110643,3.125598,2.051061
0.993412,-1.245066,4.784817,2.587374
0.855720,-3.005239,2.930145,4.641900
0.821940,1.192041,3.279625,3.951034
0.556323,2.676150,2.639982,3.752794
0.154715,-2.904488,2.167655,2.592411
0.367083,0.516200,3.041065,2.924778
0.232994,1.954537,2.442698,2.685338
0.917882,1.471936,3.277871,4.435136
0.723581,1.840371,2.858514,4.059930
0.689595,0.478983,4.074284,3.520357
0.907656,0.598355,4.012041,3.478690
0.576284,-2.648505,3.089725,4.065733
0.055923,1.702124,1.927920,1.930040
0.416522,2.311151,2.634771,3.306700
0.869787,-1.717084,3.927781,3.090281
0.011434,1.743073,1.876462,1.778128
0.382487,-1.226582,3.409883,2.412395
0.149580,0.015090,2.584184,2.283823
0.220797,-2.824167,2.290152,2.841750
0.445616,0.597733,2.882660,2.785846
0.504729,-1.746187,3.186670,2.796112
0.132189,-2.622946,2.460414,2.911128
0.571441,-2.831762,2.579160,3.681389
0.501823,1.720494,2.604676,3.353308
0.130375,-2.294175,2.079678,2.471399
0.652248,-1.909464,3.356110,3.169247
0.615997,1.480744,2.808620,3.613884
0.776772,-1.109537,4.390226,2.411385
0.924138,-2.578653,3.137802,4.404486
0.348308,-1.126334,2.892607,1.866113
0.593877,-2.989497,2.375682,3.587289
0.616221,3.079761,3.091925,4.393653
0.442210,-2.225388,3.209177,3.621533
0.199685,-0.792807,2.804068,1.960656
0.757734,2.216482,2.577154,4.045522
0.948941,2.681222,2.618511,4.715431
0.868752,2.011461,3.003083,4.611264
0.111278,-0.313772,2.457760,1.981896
0.022748,-1.828347,2.011368,2.165157
0.523266,-1.516396,3.377798,2.548557
0.483026,1.444652,2.878902,3.509517
0.018389,0.521535,2.394909,2.676636
0.663528,-2.868387,2.798028,4.070980
0.789188,0.741195,3.869950,3.742028
0.053085,0.972372,2.401641,2.726057
0.271310,2.212202,2.263077,2.572731
0.660100,2.288853,2.870305,4.131451
0.649411,-1.689117,3.657869,2.998090
0.380701,2.994641,2.479961,3.247466
0.866773,0.198301,4.496695,3.086406
0.186417,0.004089,2.158399,1.770856
0.021488,-1.587182,2.277427,2.259555
0.529415,-1.045713,3.529581,2.027308
0.346780,-0.930458,3.195267,2.035483
0.625231,-1.657474,3.818733,3.120731
0.811893,0.790377,3.682987,3.641112
0.878677,2.452969,2.554809,4.417808
0.554939,-1.381083,3.515359,2.402984
0.151708,2.495526,2.124670,2.170420
0.382207,2.894071,2.239159,2.982156
0.612448,0.788694,3.342869,3.394713
0.152749,2.956472,2.344135,2.572146
0.909735,-1.072636,4.569942,2.244458
0.138577,0.259834,2.420723,2.363132
0.800105,2.278205,2.409646,4.007181
0.523805,-2.291776,3.234923,3.757304
0.995686,2.989394,3.002316,5.175525
0.917112,-1.146705,5.072437,2.847186
0.557340,2.818647,2.531672,3.678542
0.879638,1.426783,3.286861,4.339918
0.765435,2.388439,2.301329,3.857641
0.443004,2.725448,2.435601,3.278406
0.894130,2.722190,2.498023,4.462361
0.106771,-1.980796,2.671587,2.879773
0.762447,0.703601,3.670701,3.485721
0.230911,-1.682747,2.907834,2.718467
0.687378,-0.884287,4.041991,2.039543
0.502325,0.657923,2.960265,2.894284
0.712019,-0.791936,4.372116,2.262330
0.137513,-1.927305,2.184828,2.334142
0.032230,1.662147,2.296662,2.284179
0.413044,1.522835,2.570511,3.140043
0.988243,1.619658,3.527493,4.976597
0.985628,2.306740,2.812757,4.876672
0.489943,-1.100213,3.343822,1.983072
0.404867,-2.878790,2.513304,3.362689
0.735332,-0.751631,4.191207,2.010901
0.742468,0.589399,4.024993,3.630129
0.525231,2.361114,2.427130,3.378289
0.451610,2.054665,2.142038,2.854642
0.042416,3.115432,1.919642,1.991934
0.735170,0.362546,3.901078,3.054723
0.516127,0.820889,3.274148,3.413283
0.398040,-1.228023,3.252564,2.225201
0.827621,-0.242863,4.275413,2.146376
0.054547,0.106623,2.383829,2.352131
0.142240,2.072782,1.868819,1.891850
0.113172,1.751319,2.299293,2.374191
0.937842,1.232221,3.592240,4.395836
0.450886,-2.017665,3.132107,3.244828
0.590315,1.336021,2.944145,3.617909
0.250082,1.204596,2.689015,3.061897
0.907162,1.862878,2.783852,4.355613
0.114165,-0.317939,2.332912,1.847357
0.362943,0.149649,2.796765,2.222055
0.511666,2.825887,2.620861,3.658069
0.378679,-0.750168,3.287324,1.994990
0.565492,1.002359,2.615428,2.960913
0.150090,2.317355,2.321734,2.341078
0.419582,-1.196832,3.567436,2.460696
0.768630,-0.337669,4.311255,2.212980
0.131571,-1.867038,2.303069,2.403001
0.622560,-1.551249,3.238835,2.328184
0.543501,-3.105461,2.600683,3.739074
0.882703,-1.646959,3.987904,2.949855
0.410151,-2.642677,2.450546,3.226229
0.600102,-1.604014,3.269877,2.495288
0.557549,2.043622,2.376048,3.320379
0.048919,-2.210072,2.149644,2.491131
0.853829,1.049270,3.475469,3.920999
0.838014,-1.266429,4.448305,2.601466
0.416957,-2.021625,2.869687,3.000309
0.672090,0.697998,3.413019,3.281096
0.787308,-2.026835,3.345032,3.360341
0.455338,0.496160,3.249940,3.005557
0.299294,-0.825803,2.952077,1.869092
0.378939,-2.716430,2.271743,3.040871
0.292833,-2.296217,2.678929,3.127657
0.694619,-1.417370,3.655147,2.365456
0.695829,0.704054,3.515980,3.378153
0.109302,1.443427,1.802694,2.013518
0.483663,1.185350,2.374437,2.863883
0.933892,3.055378,2.634456,4.640874
0.316489,0.159538,3.226665,2.750660
0.995024,-0.918267,5.214330,2.501007
0.519706,0.828486,3.306827,3.453928
0.492504,-2.011202,2.798404,2.885542
0.979258,-3.131659,2.583083,4.632758
0.023987,0.788293,2.448621,2.786914
0.799564,3.135228,2.931325,4.613046
0.414041,-1.044314,3.015740,1.773554
0.011297,-1.877497,2.012872,2.206434
0.281627,1.823352,2.239427,2.599612
0.323924,-3.103069,2.569111,3.258321
0.685836,-0.996755,4.047859,2.140296
0.029117,-2.038083,1.868588,2.141259
0.330515,-1.018273,2.838607,1.767739
0.797254,0.915160,3.149989,3.352281
0.481496,0.799224,3.256456,3.384492
0.335110,1.784356,2.219120,2.681777
0.413953,1.524204,2.645478,3.216463
0.724964,-1.159230,3.985899,2.190016
0.535885,-1.833041,3.105768,2.848197
0.888029,-0.919886,4.367550,1.911156
0.969613,-1.379410,5.247507,3.396788
0.626511,2.151399,2.586058,3.720077
0.570982,-0.693876,3.468686,1.691510
0.751540,1.289725,2.892187,3.651828
0.314499,-2.942867,2.159086,2.855087
0.237642,-0.302181,2.930430,2.156097
0.950727,-1.783546,4.170414,3.435440
0.784944,1.745409,2.886344,4.135163
0.913354,-0.353278,5.057511,2.588296
0.500054,-1.946457,3.145705,3.118634
0.923637,1.460470,2.821516,3.969790
0.143295,2.336082,2.120503,2.123925
0.822139,2.752185,2.471846,4.260193
0.724571,-0.255296,4.131828,2.232337
0.713677,0.140397,4.508235,3.261068
0.687052,0.592426,3.644852,3.309255
0.087076,-0.208125,2.598450,2.252831
0.658984,-1.178218,4.016926,2.387676
0.577560,-1.180341,3.859323,2.403590
0.192546,-1.403352,2.487708,2.039493
0.319150,-0.369981,3.139985,2.117565
0.273637,-3.045732,2.391661,2.993685
0.622945,0.088346,3.855775,2.691161
0.318485,-2.252165,2.807698,3.225090
0.704354,-1.361769,3.971026,2.557367
0.613263,-1.013233,3.958887,2.234636
0.443648,-2.324314,2.474388,3.008161
0.105927,-2.803558,2.262640,2.642323
0.426466,-2.017009,2.690677,2.811081
0.836174,1.252650,3.122140,3.892737
0.616315,-1.178470,3.961032,2.421598
0.670870,0.210392,3.562410,2.523764
0.973682,1.606880,2.976863,4.387659
0.812851,2.636984,2.524161,4.272330
0.468276,-0.279073,3.350184,2.038894
0.465397,-1.685815,2.879079,2.423798
0.223794,2.268835,1.876368,2.073783
0.392077,1.254216,2.342458,2.814854
0.665181,1.814450,2.814289,3.891146
0.030264,-0.154979,2.032211,1.856122
0.351441,-0.243526,3.303801,2.305105
0.604440,-2.341153,3.334857,3.961347
0.102932,1.995244,2.223969,2.181611
0.649451,1.837398,2.439825,3.498345
0.532746,-0.623188,3.453903,1.778404
0.547949,2.977550,2.579991,3.727733
0.383816,-1.000822,3.325105,2.119760
0.784314,-0.406185,4.187536,1.986575
0.787327,0.279771,4.147083,3.048133
0.077894,2.707194,2.447570,2.374608
0.574188,-0.084004,3.543354,2.215835
0.555088,2.023331,2.338972,3.272298
0.176174,2.864400,2.287917,2.527009
0.814067,1.704901,2.888281,4.153560
0.378911,-0.035845,3.121259,2.281977
0.817034,2.433236,2.428922,4.130251
0.903256,0.855348,3.943876,4.000702
0.149216,0.196386,2.494550,2.361944
0.389983,0.489658,3.121798,2.946393
0.316598,0.441560,3.159223,3.018006
0.913204,-1.228048,4.832659,2.762462
0.982580,-0.978514,4.887938,2.270502
0.089287,-3.090578,2.378748,2.595282
0.127556,-1.293176,2.427588,1.997933
0.369223,0.307154,3.346852,2.965797
0.820753,-0.884392,4.634167,2.309839
0.861248,2.297633,2.586014,4.341288
0.394268,-1.142740,3.538370,2.428151
0.382790,-0.744149,2.949904,1.646731
0.474871,-1.958929,2.963430,2.970690
0.384595,2.667099,2.355941,3.035880
0.997456,1.068557,3.635072,4.146071
0.134277,-2.690799,2.583103,3.029522
0.486701,-0.397505,3.587885,2.131873
0.990218,-2.609637,3.151983,4.546923
0.456029,1.815391,2.302655,2.989533
0.604430,-0.466814,4.021912,2.226265
0.552050,-0.313872,3.963366,2.416518
0.355307,-1.974233,2.585673,2.673846
0.846804,-1.654049,3.930206,2.954670
0.501729,-0.560223,3.418505,1.837584
0.978233,0.428196,4.404546,3.368814
0.704883,-2.430560,2.775314,3.598995
0.142087,1.453258,2.304608,2.548689
0.983579,3.038978,2.765780,4.890157
0.078235,2.449911,1.907710,1.760235
0.088446,-0.173092,2.329060,2.006013
0.078082,0.839984,1.717714,2.037582
0.798098,-1.178099,4.515683,2.594533
0.778527,-0.195603,4.432932,2.483907
0.512663,-0.193319,3.572085,2.245683
0.960581,1.873792,2.619881,4.305982
0.289208,-2.919631,2.663609,3.317233
0.726972,0.400278,3.714105,2.955948
0.061418,-0.168637,2.311555,2.054155
0.990365,1.940849,2.870444,4.679250
0.624317,-1.339477,3.984729,2.677178
0.851445,-1.395817,4.456087,2.850990
0.132539,-1.376194,2.472151,2.103468
0.111549,-2.044461,2.283601,2.535631
0.591770,-2.191980,2.750632,3.131473
0.261253,1.261506,2.591956,2.976319
0.484919,1.881010,2.594465,3.348320
0.084401,-2.230089,2.093409,2.447510
0.933942,-2.173038,3.050495,3.410837
0.770368,-1.646525,3.941645,3.041423
0.440185,0.864407,3.019184,3.233606
0.345076,0.893853,3.074208,3.338647
0.755484,-2.412779,3.287388,4.114237
0.301367,1.546609,2.608215,3.031625
0.752428,0.204334,3.844366,2.649976
0.474590,-2.229589,3.113284,3.536846
0.870278,-3.067055,2.962764,4.746525
0.678493,2.901341,2.381195,3.829352
0.682876,-2.883871,2.983563,4.299094
0.956184,-0.428602,4.816812,2.169502
0.918042,2.251615,2.516237,4.386054
0.098277,0.969767,2.416112,2.739355
0.391154,1.716258,2.452118,3.012621
0.588724,-1.916838,2.966374,2.833699
0.337407,1.195554,2.713298,3.131813
0.672802,2.084067,2.759515,3.974402
0.011961,-2.527733,2.296768,2.637259
0.219416,-1.361585,2.820701,2.282307
0.193080,-2.992678,2.672929,3.136510
0.656606,2.107752,2.772291,3.959822
0.950489,0.867600,3.873575,3.943126
0.856441,-2.325361,3.317075,4.024782
0.656395,2.512628,1.918752,3.241019
0.896002,1.229328,3.170680,3.943439
0.253336,-0.207624,3.116096,2.381211
0.922695,-1.405024,4.394647,2.686913
0.426983,2.534584,2.331617,3.081120
0.161966,-2.676655,2.098080,2.580977
0.777106,-0.736396,4.393139,2.105047
0.955606,-1.478654,4.594886,3.013932
0.440575,-0.052014,3.608781,2.616413
0.178442,-0.049905,2.480571,2.058970
0.143873,1.688338,2.293550,2.447490
0.912609,1.353400,3.575576,4.557222
0.103287,-2.683426,2.071714,2.479970
0.445882,2.491361,2.249572,3.035460
0.148854,0.881753,2.662666,2.968292
0.266436,1.256984,2.348187,2.735794
0.904618,0.468979,3.748485,2.908532
0.490679,-0.401762,3.519131,2.050196
0.844049,1.765179,2.883901,4.253028
0.003307,2.853542,1.846489,1.663799
0.817977,-0.112680,4.001392,2.087559
0.358918,1.142508,2.454716,2.863244
0.400615,0.831093,2.965986,3.161727
0.534626,2.896080,2.376688,3.482620
0.080457,-0.253593,2.368118,2.006301
0.176618,-2.894468,1.957759,2.422935
0.384164,-1.941484,2.727651,2.754957
0.630617,-0.884288,3.543078,1.677646
0.084862,0.834352,2.253730,2.570377
0.193093,1.380661,2.228679,2.547412
0.592945,-0.067654,4.028542,2.682874
0.307731,0.213252,3.009714,2.614088
0.834250,-0.318512,4.632396,2.394658
0.056054,1.808166,2.144607,2.088576
0.042815,-2.399001,2.271474,2.645900
0.458370,1.118896,2.531944,2.963901
0.874255,-2.205689,3.158635,3.596325
0.036878,-2.251953,1.931772,2.282851
0.653832,-0.180832,4.057809,2.418683
0.701297,-2.321400,3.152323,3.788012
0.172249,-2.827697,2.135110,2.610276
0.456185,-2.069120,3.299044,3.489809
0.591042,1.996797,2.694419,3.697414
0.799175,-1.755695,4.046715,3.381983
0.804454,-0.463627,4.739835,2.445179
0.678398,-1.104364,3.479602,1.709472
0.975853,0.477315,4.663904,3.756917
0.793102,1.660193,3.164213,4.356569
0.593085,-1.033561,3.897374,2.238865
0.415154,1.233363,2.776340,3.254826
0.553408,-0.385403,3.806604,2.194584
0.099968,2.182569,2.130120,2.036150
0.612442,1.744600,2.879772,3.827455
0.006350,-2.014308,2.136055,2.405066
0.089141,0.953510,2.424448,2.748263
0.807412,1.712562,2.691558,3.952251
0.692358,-1.846250,3.417174,3.063075
0.412031,2.752598,2.114632,2.888380
0.610538,-2.905212,2.750548,3.956224
0.950298,0.799169,4.205681,4.117605
0.782583,-0.955964,4.544876,2.372106
0.117508,0.189746,2.415713,2.334061
0.095684,-0.867700,2.401779,1.824399
0.219276,1.698542,2.041194,2.315891
0.659327,-1.404753,3.953218,2.699904
0.685244,2.944136,2.851156,4.315751
0.474413,-2.033717,2.974924,3.105241
0.644861,-1.350479,3.762309,2.436100
0.434672,-1.041158,3.474065,2.182528
0.043317,1.510584,1.815356,1.912463
0.924861,-2.036458,3.914447,3.910430
0.116065,2.482356,1.921061,1.874335
0.721403,0.582493,3.652995,3.265036
0.676853,-1.095254,4.155261,2.377150
0.778975,-1.092443,4.604191,2.596973
0.869886,-0.782053,4.898003,2.393724
0.220663,-0.182274,2.302462,1.665964
0.144941,2.688494,2.215603,2.302587
0.454991,-0.707925,3.685590,2.199686
0.632021,2.988006,2.735770,4.076928
0.202211,-2.342298,2.381147,2.824137
0.136501,2.209491,2.107868,2.097144
0.458579,-2.065903,2.713251,2.898537
0.603636,1.819277,2.955373,3.919395
0.637999,0.700752,3.708865,3.605704
0.855004,-2.598258,3.624756,4.852627
0.856974,-0.067774,4.819015,2.894954
0.836989,-1.387510,4.293333,2.695373
0.730018,1.483956,2.938857,3.884551
0.579467,2.461894,2.572838,3.686994
0.591772,-2.205588,3.081714,3.485814
0.980184,-2.889897,2.979970,4.800583
0.470653,1.687704,2.791510,3.480120
0.479269,1.872499,2.523046,3.264177
0.821291,-0.298820,4.546647,2.362929
0.012423,1.456356,2.382642,2.476352
0.949934,-2.307739,3.498432,4.202557
0.090730,-0.127027,2.652171,2.359117
0.304837,1.277400,2.740263,3.157453
0.024413,-0.283744,1.900865,1.653948
0.771835,2.351162,2.189326,3.747592
0.370420,-0.224336,3.392913,2.367338
0.633402,2.264351,2.843598,4.031716
0.332906,-2.936043,2.578930,3.308055
0.425902,-1.446456,3.444301,2.655574
0.794479,1.807621,2.666758,3.979771
0.080959,2.392934,2.134528,1.987173
0.945322,1.097377,3.547692,4.104527
0.887978,-2.444369,3.144515,4.120431
0.365571,-2.040355,3.012419,3.185854
0.558790,-2.720582,2.666326,3.678696
0.981252,-1.642219,4.291269,3.117896
0.113558,-0.135130,2.684263,2.333105
0.959104,-1.823418,4.073568,3.446264
0.745017,-1.725129,3.699208,3.015408
0.680227,-1.400237,4.013209,2.715160
0.063369,-0.972470,2.029136,1.555088
0.122709,1.318371,2.285946,2.557223
0.678308,0.206437,3.810048,2.750931
0.799904,2.798313,2.802732,4.539587
0.808796,2.770105,2.924408,4.681288
0.457874,-2.637867,2.812462,3.641065
0.897946,-1.329694,4.604254,2.770932
0.275943,1.238303,2.467686,2.859672
0.496329,2.356151,2.061858,2.940199
0.293169,2.950424,2.233591,2.785436
0.541435,-2.312040,2.813348,3.370573
0.644684,-1.309939,4.025566,2.629946
0.062950,2.336049,2.189078,1.994495
0.644672,-0.554857,4.547869,2.608234
0.342792,0.917667,2.598087,2.879606
0.696864,2.148271,2.761314,4.057443
0.445256,-1.230987,3.579269,2.459926
0.171737,-1.507918,2.805131,2.498613
0.484243,2.957646,2.393640,3.391520
0.353121,-0.276922,3.077307,2.044761
0.166363,2.664898,2.141595,2.273494
0.973206,2.132084,2.515302,4.441149
0.692859,1.045245,3.346159,3.759087
0.041151,-1.152174,2.343095,1.995348
0.126474,-1.505406,2.526369,2.286687
0.034689,-1.150176,2.445216,2.110224
0.343847,-0.798499,3.004870,1.806315
0.301560,2.641665,2.217643,2.681307
0.404562,-0.003664,3.375830,2.521615
0.320218,-3.114611,2.514329,3.193325
0.738495,2.988289,2.386611,3.971503
0.473911,-1.320555,3.660420,2.603211
0.944010,3.020263,2.582142,4.625847
0.565232,2.556507,2.322935,3.427223
0.442106,1.188446,2.707866,3.178036
0.139423,0.320191,2.004399,1.997053
0.308082,-0.618077,3.151098,2.043301
0.092481,-2.795806,2.000408,2.362452
0.641313,0.524215,3.666214,3.253026
0.277927,-2.999915,2.809353,3.430063
0.538412,-0.342697,3.658837,2.119084
0.511788,-1.919827,3.069389,2.988597
0.317758,0.660223,3.213669,3.298525
0.361065,-2.212021,2.547744,2.931772
0.853804,-0.819139,4.523080,2.076279
0.351355,3.000369,2.438191,3.140381
0.874302,-2.591194,3.136115,4.372849
0.992597,1.908112,2.611040,4.393613
0.288634,1.920599,2.528145,2.890120
0.896429,-2.264663,3.508386,4.091606
0.587180,-2.600749,2.873103,3.815911
0.867526,3.057639,2.889480,4.748221
0.066116,2.890864,2.140440,2.129661
0.409461,2.603818,2.210182,2.934362
0.414514,0.350689,3.047373,2.655085
0.136927,-1.972880,2.030161,2.218367
0.381770,0.338456,3.436619,3.077084
0.834585,-1.232042,4.505779,2.601943
0.559281,-0.229639,3.754176,2.277133
0.262677,2.865300,2.246642,2.693950
0.834243,-0.172529,4.271007,2.226212
0.417157,-0.050979,2.917251,1.976977
0.687843,-1.603781,3.884957,2.993210
0.994333,-2.722348,3.285120,4.885986
0.745566,0.509351,3.446232,2.886255
0.627996,-0.150541,3.747511,2.207986
0.694245,-2.390226,2.840015,3.591100
0.845280,-2.118393,3.600722,3.825701
0.058510,-1.132977,2.347318,1.952253
0.163309,-1.428354,2.444848,2.071480
